Label,Source,Target
653,989,199
654,199,989
655,199,993
656,199,589
657,1375,199
658,1175,199
659,989,199
660,199,1175
661,199,1382
662,569,199
663,199,569
664,1175,199
665,1008,199
666,199,988
667,199,234
668,649,199
669,199,1260
670,199,977
671,199,569
672,199,763
673,199,1001
674,199,372
675,838,1375
676,1375,1280
677,1280,1375
678,1192,1375
679,1375,1192
680,1375,1280
681,1280,1375
682,1375,169
683,169,1375
684,1044,1375
685,1375,1044
686,1375,838
687,838,1375
688,1375,1333
689,1333,1375
690,1375,838
691,838,1375
692,1375,1280
693,1280,1375
694,1375,169
695,169,1375
696,1375,838
697,838,1375
698,1375,1280
699,1280,1375
700,719,1375
701,1375,719
702,1375,1280
703,1280,1375
704,1375,838
705,838,1375
706,1375,838
707,838,1375
708,1375,1280
709,1280,1375
710,1375,444
711,444,1375
712,1375,838
713,838,1375
714,1375,838
715,838,1375
716,1375,838
717,838,1375
718,1375,838
719,838,1375
720,1528,1375
721,1375,1528
722,1375,838
723,838,1375
724,1375,197
725,197,1375
726,1375,838
727,838,1375
728,719,1375
729,1375,719
730,1375,349
731,349,1375
732,1375,1280
733,1280,1375
734,1375,169
735,169,1375
736,397,1375
737,1375,397
738,43,1375
739,1375,43
740,1375,838
741,838,1375
742,1375,838
743,838,1375
744,1375,838
745,838,1375
746,950,1375
747,1375,950
748,1375,838
749,838,1375
750,1526,395
751,1526,0
752,1526,283
753,1526,1004
754,1526,1223
755,1526,765
756,1526,1038
757,1526,184
758,1526,364
759,1526,1025
760,1526,184
761,1526,61
762,1526,357
763,1526,283
764,1526,879
765,1526,1439
766,1526,603
767,1526,380
768,1526,879
769,1526,1439
770,1526,294
771,1526,1393
772,1526,876
773,1526,489
774,1526,1509
775,1526,283
776,1526,818
777,1526,241
778,1526,603
779,1526,283
780,1526,860
781,1526,31
782,1526,507
783,1526,780
784,1526,748
785,1526,147
786,1526,1401
787,1526,603
788,1526,1230
789,1526,283
790,1526,31
791,1526,387
792,1526,1392
793,1526,144
794,1526,883
795,1526,292
796,1526,357
797,1526,545
798,1526,896
799,1526,914
800,1526,544
801,1526,1144
802,1526,818
803,1526,488
804,1526,603
805,1526,876
806,1526,1311
807,1526,1357
808,1526,1229
809,1526,1556
810,1526,1198
811,1526,294
812,1526,283
813,1526,1035
814,1526,1556
815,1526,603
816,1526,544
817,1526,283
818,1526,1004
819,1526,1377
820,1526,603
821,1526,859
822,1526,179
823,1526,603
824,1526,783
825,749,357
826,749,953
827,749,295
828,749,637
829,749,603
830,749,914
831,749,283
832,749,141
833,749,1502
834,749,1213
835,749,1544
836,749,1004
837,749,637
838,749,151
839,749,1198
840,749,184
841,749,603
842,719,993
843,993,719
844,993,169
845,169,993
846,1422,993
847,993,1422
848,993,169
849,169,993
850,1155,993
851,993,1155
852,993,49
853,49,993
854,1528,993
855,993,1528
856,993,197
857,197,993
858,993,1069
859,1069,993
860,993,169
861,169,993
862,980,993
863,993,980
864,719,993
865,993,719
866,993,1280
867,1280,993
868,1090,993
869,993,1090
870,993,169
871,169,993
872,993,1536
873,1536,993
874,719,993
875,993,719
876,1041,993
877,993,1041
878,596,993
879,993,596
880,623,993
881,993,623
882,993,169
883,169,993
884,734,993
885,993,734
886,993,1491
887,1491,993
888,993,338
889,338,993
890,993,1131
891,1131,993
892,1460,993
893,993,1460
894,1299,993
895,993,1299
896,993,188
897,188,993
898,993,485
899,485,993
900,199,1001
901,199,749
902,234,199
903,1001,199
904,199,234
905,199,749
906,199,1001
907,234,199
908,1001,199
909,199,749
910,199,234
911,199,1001
912,234,199
913,1001,199
914,199,749
915,199,234
916,199,1001
917,234,199
918,1001,199
919,199,749
920,199,234
921,199,1001
922,234,199
923,1001,199
924,199,749
925,199,234
926,199,1001
927,199,749
928,1001,199
929,234,199
930,199,1001
931,199,234
932,199,749
933,1001,199
934,234,199
935,199,1001
936,199,749
937,199,234
938,1001,199
939,234,199
940,199,1001
941,199,749
942,199,234
943,1001,199
944,234,199
945,199,749
946,199,1001
947,199,234
948,1001,199
949,199,749
950,234,199
951,199,1001
952,199,749
953,1001,199
954,199,234
955,234,199
956,199,1001
957,199,749
958,199,234
959,1001,199
960,234,199
961,199,749
962,199,1001
963,1001,199
964,199,234
965,234,199
966,199,749
967,199,1001
968,199,234
969,1001,199
970,234,199
971,199,749
972,199,1001
973,199,234
974,199,749
975,1175,199
976,199,989
977,199,234
978,199,977
979,649,199
980,199,993
981,1260,199
982,763,199
983,1001,199
984,199,569
985,1526,199
986,199,712
987,199,372
988,199,988
989,199,589
990,199,1382
991,199,749
992,977,199
993,199,1375
994,712,199
995,234,199
996,989,199
997,199,1074
998,988,199
999,199,1008
1000,372,199
1001,569,199
1002,199,1175
1003,1375,199
1004,199,649
1005,199,763
1006,199,1526
1007,1175,199
1008,1008,199
1009,199,1260
1010,199,1001
1011,199,993
1012,649,199
1013,1526,199
1014,199,589
1015,199,712
1016,199,977
1017,199,1382
1018,1260,199
1019,763,199
1020,199,749
1021,1001,199
1022,199,989
1023,199,234
1024,199,372
1025,712,199
1026,199,988
1027,977,199
1028,199,1074
1029,199,569
1030,372,199
1031,199,1375
1032,199,1175
1033,234,199
1034,199,649
1035,988,199
1036,199,1008
1037,199,1526
1038,199,589
1039,199,993
1040,199,1382
1041,199,763
1042,569,199
1043,199,1260
1044,199,712
1045,1375,199
1046,199,1001
1047,1175,199
1048,199,977
1049,1008,199
1050,993,199
1051,1375,199
1052,989,199
1053,1074,199
1054,589,199
1055,372,199
1056,234,199
1057,977,199
1058,1001,199
1059,569,199
1060,649,199
1061,988,199
1062,1260,199
1063,1382,199
1064,589,199
1065,1074,199
1066,993,199
1067,1526,199
1068,763,199
1069,989,199
1070,1008,199
1071,712,199
1072,234,199
1073,1382,199
1074,589,199
1075,649,199
1076,569,199
1077,1175,199
1078,993,199
1079,372,199
1080,1001,199
1081,989,199
1082,977,199
1083,988,199
1084,1260,199
1085,1375,199
1086,1526,199
1087,763,199
1088,1382,199
1089,589,199
1090,234,199
1091,712,199
1092,1008,199
1093,649,199
1094,569,199
1095,1074,199
1096,993,199
1097,1175,199
1098,372,199
1099,977,199
1100,1382,199
1101,589,199
1102,1001,199
1103,763,199
1104,1260,199
1105,1526,199
1106,989,199
1107,712,199
1108,234,199
1109,1375,199
1110,1074,199
1111,993,199
1112,988,199
1113,649,199
1114,589,199
1115,1008,199
1116,569,199
1117,1382,199
1118,1175,199
1119,372,199
1120,977,199
1121,763,199
1122,1001,199
1123,1260,199
1124,1074,199
1125,763,964
1126,763,1318
1127,763,743
1128,763,804
1129,763,603
1130,763,542
1131,763,1248
1132,763,1110
1133,763,603
1134,763,544
1135,763,1264
1136,763,743
1137,763,1506
1138,763,294
1139,763,139
1140,763,283
1141,763,1047
1142,763,283
1143,763,190
1144,763,603
1145,763,66
1146,763,1138
1147,763,357
1148,763,436
1149,763,603
1150,763,66
1151,763,685
1152,763,76
1153,763,743
1154,763,16
1155,763,579
1156,763,283
1157,763,1264
1158,763,603
1159,763,1357
1160,763,357
1161,763,743
1162,763,294
1163,763,283
1164,763,1367
1165,763,615
1166,763,512
1167,763,603
1168,763,414
1169,763,1179
1170,763,964
1171,763,357
1172,763,603
1173,763,1362
1174,763,1393
1175,763,1393
1176,763,379
1177,763,260
1178,763,283
1179,763,927
1180,763,283
1181,763,391
1182,763,1248
1183,763,666
1184,763,419
1185,763,1388
1186,763,603
1187,763,476
1188,763,357
1189,763,427
1190,763,1476
1191,763,603
1192,763,356
1193,763,48
1194,763,283
1195,763,1060
1196,763,283
1197,763,743
1198,763,357
1199,763,1015
1200,199,234
1201,234,199
1202,199,234
1203,234,199
1204,199,234
1205,234,199
1206,199,234
1207,234,199
1208,199,234
1209,234,199
1210,199,234
1211,234,199
1212,199,234
1213,234,199
1214,199,234
1215,234,199
1216,199,234
1217,234,199
1218,199,234
1219,234,199
1220,199,234
1221,234,199
1222,199,234
1223,234,199
1224,199,234
1225,234,199
1226,199,234
1227,234,199
1228,199,234
1229,234,199
1230,199,234
1231,234,199
1232,199,234
1233,234,199
1234,199,234
1235,234,199
1236,199,234
1237,234,199
1238,199,234
1239,234,199
1240,199,234
1241,234,199
1242,199,234
1243,1095,1526
1244,234,199
1245,199,234
1246,234,199
1247,199,234
1248,234,199
1249,199,234
1250,234,199
1251,199,234
1252,234,199
1253,199,234
1254,234,199
1255,199,234
1256,234,199
1257,199,234
1258,234,199
1259,199,234
1260,234,199
1261,199,234
1262,234,199
1263,199,234
1264,234,199
1265,199,234
1266,234,199
1267,199,234
1268,234,199
1269,199,234
1270,234,199
1271,199,234
1272,234,199
1273,199,234
1274,234,199
1275,989,594
1276,989,1349
1277,989,708
1278,989,283
1279,989,637
1280,989,526
1281,989,60
1282,989,360
1283,989,603
1284,989,1502
1285,989,889
1286,989,168
1287,989,1367
1288,989,1045
1289,989,322
1290,989,283
1291,989,1128
1292,989,603
1293,989,809
1294,989,360
1295,989,701
1296,989,1544
1297,989,1052
1298,989,1138
1299,989,1028
1300,989,243
1301,989,211
1302,989,1358
1303,989,603
1304,989,615
1305,989,1544
1306,989,741
1307,989,1264
1308,989,1146
1309,989,341
1310,989,1296
1311,989,1133
1312,989,466
1313,989,601
1314,989,1157
1315,989,357
1316,989,1436
1317,989,827
1318,989,245
1319,989,108
1320,989,1542
1321,989,489
1322,989,322
1323,989,237
1324,989,835
1325,989,81
1326,989,554
1327,989,1014
1328,989,289
1329,989,1318
1330,989,128
1331,989,1300
1332,989,292
1333,989,544
1334,989,1553
1335,989,1443
1336,989,295
1337,989,603
1338,989,71
1339,989,283
1340,989,1032
1341,989,914
1342,989,797
1343,989,806
1344,989,173
1345,989,1213
1346,989,603
1347,989,978
1348,989,637
1349,989,1264
1350,199,1008
1351,199,988
1352,977,199
1353,199,749
1354,1375,199
1355,372,199
1356,199,589
1357,199,569
1358,1526,199
1359,199,763
1360,234,199
1361,1008,199
1362,199,1260
1363,988,199
1364,199,1175
1365,199,1001
1366,199,1382
1367,199,712
1368,763,199
1369,569,199
1370,1175,199
1371,199,993
1372,1001,199
1373,1260,199
1374,199,649
1375,199,977
1376,712,199
1377,199,1074
1378,199,372
1379,649,199
1380,199,1526
1381,199,1375
1382,199,749
1383,977,199
1384,199,589
1385,199,234
1386,372,199
1387,199,1008
1388,199,988
1389,1526,199
1390,199,763
1391,199,1175
1392,1375,199
1393,199,1382
1394,989,199
1395,234,199
1396,199,569
1397,1008,199
1398,988,199
1399,199,1001
1400,199,1260
1401,199,993
1402,199,712
1403,763,199
1404,199,649
1405,1260,199
1406,199,977
1407,199,372
1408,199,1074
1409,569,199
1410,1001,199
1411,199,1526
1412,199,749
1413,649,199
1414,977,199
1415,712,199
1416,372,199
1417,199,1382
1418,199,1375
1419,199,989
1420,199,234
1421,1526,199
1422,199,1008
1423,199,763
1424,199,988
1425,1260,199
1426,199,1008
1427,199,749
1428,199,993
1429,372,199
1430,199,1074
1431,199,763
1432,234,199
1433,569,199
1434,199,988
1435,1008,199
1436,199,989
1437,199,1175
1438,199,1526
1439,199,1001
1440,988,199
1441,199,977
1442,763,199
1443,199,1375
1444,989,199
1445,199,649
1446,1175,199
1447,1526,199
1448,199,712
1449,977,199
1450,1375,199
1451,199,372
1452,199,1260
1453,649,199
1454,712,199
1455,199,993
1456,199,234
1457,199,569
1458,199,749
1459,199,1008
1460,1260,199
1461,199,1074
1462,199,763
1463,234,199
1464,372,199
1465,199,988
1466,569,199
1467,199,1526
1468,199,1175
1469,199,977
1470,1008,199
1471,199,989
1472,988,199
1473,763,199
1474,1526,199
1475,199,1375
1476,1175,199
1477,199,649
1478,199,712
1479,989,199
1480,1001,199
1481,199,993
1482,199,372
1483,649,199
1484,199,1260
1485,712,199
1486,1375,199
1487,199,749
1488,199,234
1489,199,1074
1490,199,569
1491,372,199
1492,199,1008
1493,199,763
1494,199,988
1495,1260,199
1496,569,199
1497,234,199
1498,199,1526
1499,199,1175
1500,569,199
1501,199,569
1502,569,199
1503,199,569
1504,569,199
1505,199,569
1506,569,199
1507,199,569
1508,569,199
1509,199,569
1510,569,199
1511,199,569
1512,569,199
1513,199,569
1514,569,199
1515,199,569
1516,569,199
1517,199,569
1518,569,199
1519,199,569
1520,569,199
1521,199,569
1522,569,199
1523,199,569
1524,569,199
1525,199,569
1526,569,199
1527,199,569
1528,569,199
1529,199,569
1530,569,199
1531,199,569
1532,569,199
1533,199,569
1534,569,199
1535,199,569
1536,569,199
1537,199,569
1538,569,199
1539,199,569
1540,569,199
1541,199,569
1542,569,199
1543,167,1260
1544,1260,167
1545,199,569
1546,569,199
1547,199,569
1548,569,199
1549,199,569
1550,569,199
1551,199,569
1552,569,199
1553,199,569
1554,569,199
1555,199,569
1556,569,199
1557,199,569
1558,569,199
1559,199,569
1560,569,199
1561,199,569
1562,569,199
1563,199,569
1564,569,199
1565,199,569
1566,569,199
1567,199,569
1568,569,199
1569,199,569
1570,569,199
1571,199,569
1572,569,199
1573,199,569
1574,569,199
1575,199,649
1576,199,1375
1577,199,1008
1578,649,199
1579,1008,199
1580,1375,199
1581,199,589
1582,199,649
1583,649,199
1584,199,1375
1585,199,1008
1586,1375,199
1587,199,589
1588,1008,199
1589,199,649
1590,649,199
1591,199,1375
1592,199,589
1593,199,1008
1594,199,649
1595,1008,199
1596,649,199
1597,1375,199
1598,199,1008
1599,199,649
1600,199,1375
1601,199,589
1602,649,199
1603,1008,199
1604,1375,199
1605,199,649
1606,199,1008
1607,649,199
1608,199,1375
1609,1008,199
1610,1375,199
1611,199,649
1612,199,589
1613,649,199
1614,199,1008
1615,199,1375
1616,1008,199
1617,1375,199
1618,199,649
1619,199,589
1620,649,199
1621,199,1008
1622,199,1375
1623,1008,199
1624,1375,199
1625,199,589
1626,199,649
1627,649,199
1628,199,1008
1629,199,1375
1630,199,589
1631,199,649
1632,1008,199
1633,649,199
1634,1375,199
1635,199,589
1636,199,649
1637,199,1008
1638,199,1375
1639,199,589
1640,649,199
1641,1008,199
1642,1375,199
1643,199,649
1644,199,589
1645,649,199
1646,199,1008
1647,199,1375
1648,1008,199
1649,1375,199
1650,199,993
1651,1001,199
1652,1008,199
1653,199,989
1654,199,749
1655,372,199
1656,199,1375
1657,199,1526
1658,199,977
1659,199,1260
1660,199,988
1661,199,649
1662,199,763
1663,199,1175
1664,1375,199
1665,199,712
1666,199,1074
1667,989,199
1668,199,234
1669,977,199
1670,199,569
1671,1260,199
1672,1526,199
1673,199,1001
1674,199,372
1675,199,1008
1676,988,199
1677,199,993
1678,763,199
1679,1175,199
1680,712,199
1681,199,749
1682,649,199
1683,199,1375
1684,1008,199
1685,199,989
1686,234,199
1687,372,199
1688,199,977
1689,199,1074
1690,199,1526
1691,1001,199
1692,1375,199
1693,569,199
1694,977,199
1695,199,1260
1696,199,1175
1697,199,763
1698,199,712
1699,199,988
1700,199,993
1701,199,649
1702,1526,199
1703,199,749
1704,1260,199
1705,199,372
1706,1175,199
1707,199,1008
1708,763,199
1709,989,199
1710,712,199
1711,988,199
1712,199,234
1713,199,1001
1714,199,1375
1715,199,977
1716,199,1074
1717,199,569
1718,372,199
1719,649,199
1720,977,199
1721,1008,199
1722,1375,199
1723,199,1526
1724,1001,199
1725,1526,199
1726,199,1526
1727,1526,199
1728,199,1526
1729,1526,199
1730,199,1526
1731,1526,199
1732,199,1526
1733,1526,199
1734,199,1526
1735,1526,199
1736,199,1526
1737,1526,199
1738,199,1526
1739,1526,199
1740,199,1526
1741,1526,199
1742,199,1526
1743,1526,199
1744,199,1526
1745,1526,199
1746,199,1526
1747,1526,199
1748,199,1526
1749,1526,199
1750,199,1526
1751,1526,199
1752,199,1526
1753,1526,199
1754,199,1526
1755,1526,199
1756,199,1526
1757,1526,199
1758,199,1526
1759,1526,199
1760,199,1526
1761,1526,199
1762,199,1526
1763,1526,199
1764,199,1526
1765,1526,199
1766,199,1526
1767,1526,199
1768,199,1526
1769,1526,199
1770,199,1526
1771,1526,199
1772,199,1526
1773,1526,199
1774,199,1526
1775,1526,199
1776,199,1526
1777,1526,199
1778,199,1526
1779,1526,199
1780,199,1526
1781,1526,199
1782,199,1526
1783,1526,199
1784,199,1526
1785,1526,199
1786,199,1526
1787,1526,199
1788,199,1526
1789,1526,199
1790,199,1526
1791,1526,199
1792,199,1526
1793,1526,199
1794,199,1526
1795,1526,199
1796,199,1526
1797,1526,199
1798,199,1526
1799,1526,199
1800,763,544
1801,763,1402
1802,763,327
1803,763,797
1804,763,357
1805,763,343
1806,763,283
1807,763,1480
1808,763,283
1809,763,603
1810,763,915
1811,763,567
1812,763,1169
1813,763,1393
1814,763,1248
1815,763,797
1816,763,1244
1817,763,17
1818,763,326
1819,763,1318
1820,763,283
1821,763,1461
1822,763,283
1823,763,709
1824,763,783
1825,763,1564
1826,763,357
1827,763,823
1828,763,1318
1829,763,544
1830,763,108
1831,763,603
1832,763,927
1833,763,1264
1834,763,1402
1835,763,886
1836,763,783
1837,763,1438
1838,763,1248
1839,763,283
1840,763,487
1841,763,981
1842,763,544
1843,763,603
1844,763,1265
1845,763,357
1846,763,780
1847,763,264
1848,763,1198
1849,763,1068
1850,763,543
1851,763,346
1852,763,283
1853,763,1318
1854,763,1303
1855,763,294
1856,763,972
1857,763,936
1858,763,1133
1859,763,603
1860,763,635
1861,763,710
1862,763,1318
1863,763,884
1864,763,79
1865,763,657
1866,763,1367
1867,763,1349
1868,763,603
1869,763,560
1870,763,685
1871,763,283
1872,763,605
1873,763,915
1874,763,357
1875,372,488
1876,372,603
1877,372,876
1878,372,1311
1879,372,1357
1880,372,1229
1881,372,1556
1882,372,1198
1883,372,294
1884,372,283
1885,372,1035
1886,372,1556
1887,372,603
1888,372,544
1889,372,283
1890,372,1004
1891,372,1377
1892,372,603
1893,372,859
1894,372,179
1895,372,603
1896,372,783
1897,372,859
1898,372,1157
1899,372,905
1900,372,1472
1901,372,101
1902,372,1429
1903,372,294
1904,372,283
1905,372,101
1906,372,507
1907,372,419
1908,372,57
1909,372,486
1910,372,22
1911,372,680
1912,372,42
1913,372,597
1914,372,1433
1915,372,745
1916,372,1505
1917,372,283
1918,372,168
1919,372,488
1920,372,1248
1921,372,1198
1922,372,1022
1923,372,283
1924,372,636
1925,372,1200
1926,372,1311
1927,372,1089
1928,372,775
1929,372,283
1930,372,179
1931,372,594
1932,372,357
1933,372,332
1934,372,701
1935,372,322
1936,372,283
1937,372,1079
1938,372,1282
1939,372,1052
1940,372,1096
1941,372,1369
1942,372,1028
1943,372,709
1944,372,283
1945,372,1401
1946,372,582
1947,372,1248
1948,372,180
1949,372,1396
1950,749,199
1951,749,199
1952,749,199
1953,749,199
1954,749,199
1955,749,199
1956,749,199
1957,749,199
1958,749,199
1959,749,199
1960,749,199
1961,749,199
1962,749,199
1963,749,199
1964,749,199
1965,749,199
1966,749,199
1967,749,199
1968,749,199
1969,749,199
1970,749,199
1971,749,199
1972,749,199
1973,749,199
1974,749,199
1975,749,199
1976,749,199
1977,749,199
1978,749,199
1979,749,199
1980,749,199
1981,749,199
1982,749,199
1983,749,199
1984,749,199
1985,749,199
1986,749,199
1987,749,199
1988,749,199
1989,749,199
1990,749,199
1991,749,199
1992,749,199
1993,749,199
1994,749,199
