Label,Source,Target
316,77,189
317,77,189
318,152,469
319,77,469
320,77,469
321,152,189
322,77,189
323,152,89
324,152,43
325,152,89
326,152,89
327,77,89
328,77,363
329,77,420
330,150,469
331,77,336
332,77,183
333,77,186
334,77,243
335,77,243
336,77,172
337,150,266
338,150,219
339,77,219
340,77,243
341,77,243
342,77,243
343,77,243
344,77,243
345,150,243
346,150,243
347,150,186
348,150,186
349,150,243
350,150,336
351,150,336
352,150,469
353,150,469
354,89,469
355,150,469
356,150,469
357,150,336
358,150,336
359,89,469
360,89,336
361,150,336
362,89,469
363,150,469
364,150,469
365,89,336
366,89,336
367,89,336
368,89,35
369,89,108
370,89,35
371,89,35
372,89,149
373,89,149
374,89,27
375,39,378
376,105,200
377,150,110
378,152,420
379,77,151
380,89,308
381,89,420
382,89,469
383,150,469
384,77,469
385,77,469
386,77,469
387,77,469
388,150,469
389,150,469
390,150,469
391,150,469
392,150,469
393,150,469
394,150,469
395,150,469
396,150,469
397,150,469
398,150,469
399,150,469
400,150,469
401,150,469
402,150,469
403,150,469
404,150,469
405,150,469
406,150,336
407,150,469
408,150,469
409,150,469
410,150,469
411,150,469
412,150,469
413,150,469
414,150,336
415,150,336
416,150,124
417,150,317
418,150,459
419,150,317
420,150,138
421,150,110
422,150,110
423,150,35
424,150,35
425,150,35
426,150,469
427,150,469
428,150,469
429,150,469
430,150,469
431,150,469
432,150,469
433,150,317
434,150,110
435,150,110
436,150,110
437,150,110
438,150,110
439,150,317
440,150,317
441,150,317
442,150,317
443,150,317
444,150,317
445,150,317
446,150,317
447,150,317
448,150,469
449,150,399
450,39,378
451,105,225
452,150,35
453,152,445
454,152,427
455,89,292
456,89,292
457,89,292
458,77,292
459,77,292
460,150,292
461,89,292
462,150,469
463,150,189
464,150,469
465,150,469
466,150,469
467,150,469
468,150,469
469,150,469
470,77,469
471,77,469
472,77,469
473,77,317
474,77,138
475,77,110
476,77,110
477,77,35
478,77,110
479,77,35
480,150,110
481,77,110
482,77,35
483,150,35
484,150,35
485,150,35
486,89,110
487,89,110
488,89,469
489,89,469
490,89,469
491,89,317
492,89,317
493,89,317
494,89,317
495,89,317
496,152,317
497,152,317
498,77,317
499,77,469
500,77,469
501,77,469
502,77,469
503,77,469
504,77,469
505,77,317
506,77,469
507,77,317
508,77,469
509,77,317
510,77,121
511,77,121
512,77,420
513,77,317
514,77,121
515,77,317
516,77,317
517,77,317
518,77,121
519,77,317
520,77,317
521,77,317
522,77,469
523,77,58
524,77,58
525,269,378
526,105,225
527,150,35
528,152,475
529,77,154
530,470,64
531,89,469
532,89,469
533,152,469
534,152,292
535,152,469
536,152,469
537,152,286
538,89,391
539,89,391
540,89,286
541,89,286
542,89,317
543,89,317
544,89,317
545,152,469
546,89,469
547,152,469
548,152,469
549,152,469
550,152,469
551,152,469
552,152,336
553,152,336
554,89,336
555,89,336
556,152,336
557,152,336
558,152,336
559,152,336
560,152,424
561,89,424
562,152,469
563,152,469
564,89,469
565,89,420
566,89,469
567,89,121
568,89,121
569,152,420
570,89,420
571,89,469
572,152,469
573,77,420
574,152,469
575,152,469
576,152,469
577,152,469
578,152,469
579,152,317
580,152,317
581,152,317
582,152,317
583,152,317
584,152,469
585,152,469
586,77,469
587,77,469
588,77,469
589,77,469
590,77,469
591,77,469
592,77,469
593,77,469
594,77,186
595,77,469
596,77,186
597,77,186
598,77,139
599,77,186
600,269,378
601,105,225
602,150,264
603,152,178
604,77,199
605,470,61
606,152,491
607,89,484
608,152,231
609,152,231
610,152,231
611,152,460
612,152,286
613,89,189
614,89,317
615,89,469
616,89,469
617,89,469
618,89,469
619,150,469
620,150,469
621,150,469
622,150,469
623,150,469
624,150,469
625,150,469
626,150,469
627,150,186
628,150,186
629,150,469
630,150,35
631,150,108
632,150,469
633,89,469
634,89,35
635,89,35
636,89,35
637,89,317
638,89,469
639,89,469
640,89,469
641,89,469
642,89,469
643,89,186
644,89,305
645,150,227
646,89,476
647,89,186
648,150,186
649,89,469
650,150,336
651,89,469
652,89,469
653,150,186
654,89,336
655,89,424
656,89,424
657,89,424
658,89,424
659,89,67
660,89,73
661,89,67
662,89,73
663,89,73
664,89,73
665,89,73
666,89,73
667,89,424
668,89,424
669,89,424
670,89,336
671,89,336
672,89,336
673,89,458
674,152,18
675,39,378
676,105,200
677,150,35
678,152,333
679,152,297
680,366,420
681,152,173
682,89,469
683,77,469
684,77,469
685,77,420
686,77,420
687,77,420
688,150,469
689,150,469
690,150,469
691,150,469
692,150,469
693,150,469
694,150,469
695,150,469
696,150,469
697,150,469
698,150,317
699,150,469
700,150,317
701,150,424
702,150,469
703,150,469
704,150,469
705,150,469
706,150,336
707,150,469
708,150,469
709,150,469
710,150,469
711,150,469
712,150,469
713,150,469
714,89,469
715,150,469
716,150,424
717,89,317
718,89,424
719,89,424
720,89,424
721,89,424
722,89,317
723,89,317
724,89,469
725,89,469
726,89,469
727,77,469
728,89,469
729,77,469
730,89,469
731,89,317
732,89,317
733,150,469
734,150,317
735,150,317
736,77,317
737,77,317
738,150,317
739,150,317
740,77,317
741,150,317
742,77,317
743,77,317
744,77,317
745,77,317
746,77,317
747,77,317
748,77,317
749,77,317
750,39,378
751,105,225
752,89,110
753,152,420
754,152,297
755,470,420
756,150,387
757,89,35
758,150,35
759,150,469
760,89,469
761,89,469
762,89,469
763,89,469
764,150,469
765,150,469
766,150,469
767,150,469
768,150,469
769,150,469
770,150,469
771,150,317
772,150,469
773,150,35
774,77,35
775,77,35
776,150,387
777,150,469
778,150,35
779,150,35
780,150,469
781,150,469
782,150,469
783,150,469
784,150,35
785,150,35
786,150,469
787,150,469
788,150,469
789,150,469
790,150,469
791,150,35
792,89,110
793,150,469
794,89,317
795,150,469
796,89,469
797,89,469
798,150,469
799,150,469
800,150,469
801,150,469
802,150,469
803,150,469
804,150,317
805,150,110
806,150,35
807,150,317
808,150,469
809,150,469
810,150,469
811,77,317
812,77,121
813,77,317
814,77,317
815,77,317
816,77,317
817,77,317
818,77,317
819,77,317
820,77,317
821,77,317
822,77,317
823,77,317
824,77,317
825,39,378
826,105,444
827,150,35
828,152,420
829,77,448
830,470,160
831,470,35
832,470,35
833,470,35
834,470,35
835,470,469
836,150,469
837,150,420
838,150,469
839,150,469
840,150,420
841,150,469
842,150,469
843,150,469
844,150,469
845,150,469
846,150,469
847,150,469
848,150,469
849,77,35
850,77,469
851,77,35
852,77,469
853,77,35
854,77,35
855,77,35
856,77,35
857,77,35
858,77,35
859,77,35
860,150,35
861,150,35
862,150,35
863,150,35
864,150,296
865,150,35
866,150,35
867,150,469
868,150,469
869,150,317
870,150,469
871,150,469
872,150,469
873,150,469
874,150,469
875,150,267
876,150,469
877,150,469
878,150,399
879,150,267
880,150,469
881,150,469
882,150,469
883,150,469
884,150,469
885,150,317
886,150,317
887,150,317
888,150,317
889,150,469
890,150,469
891,150,469
892,150,469
893,150,469
894,150,469
895,77,469
896,77,469
897,77,469
898,77,469
899,77,469
900,269,378
901,105,225
902,150,469
903,152,185
904,152,401
905,470,164
906,89,469
907,89,469
908,150,469
909,150,469
910,150,469
911,150,469
912,150,469
913,150,469
914,150,469
915,150,469
916,150,469
917,150,469
918,150,469
919,150,469
920,150,469
921,150,469
922,150,469
923,150,469
924,150,469
925,150,469
926,150,469
927,150,469
928,150,469
929,150,469
930,150,336
931,89,424
932,89,469
933,89,469
934,89,469
935,89,469
936,89,469
937,89,469
938,89,336
939,89,424
940,150,469
941,150,317
942,150,317
943,150,317
944,150,317
945,150,317
946,150,317
947,150,317
948,150,469
949,77,469
950,150,469
951,150,469
952,150,469
953,150,469
954,150,317
955,150,317
956,150,469
957,150,469
958,150,469
959,150,469
960,150,469
961,150,469
962,77,469
963,150,469
964,77,317
965,77,469
966,77,469
967,77,469
968,77,469
969,77,469
970,77,469
971,77,469
972,77,469
973,77,317
974,77,317
975,39,378
976,105,225
977,150,459
978,152,420
979,152,9
980,46,485
981,152,298
982,152,298
983,77,296
984,77,296
985,77,296
986,77,296
987,77,233
988,150,177
989,150,21
990,150,336
991,150,336
992,150,267
993,150,133
994,150,133
995,150,133
996,150,413
997,150,413
998,150,413
999,150,413
1000,150,336
1001,89,108
1002,150,108
1003,89,108
1004,150,336
1005,150,336
1006,89,336
1007,89,336
1008,89,336
1009,89,336
1010,150,336
1011,150,336
1012,150,336
1013,150,469
1014,150,469
1015,150,469
1016,150,469
1017,150,469
1018,150,469
1019,150,469
1020,150,469
1021,150,469
1022,77,469
1023,77,469
1024,77,469
1025,150,469
1026,150,469
1027,150,469
1028,77,336
1029,150,336
1030,150,336
1031,150,336
1032,150,336
1033,150,336
1034,150,489
1035,150,336
1036,150,336
1037,150,489
1038,150,489
1039,150,489
1040,150,489
1041,150,489
1042,150,489
1043,150,489
1044,150,336
1045,150,336
1046,150,336
1047,150,336
1048,150,336
1049,150,336
1050,39,378
1051,105,200
1052,150,108
1053,152,437
1054,152,75
1055,152,437
1056,152,296
1057,152,89
1058,152,89
1059,77,89
1060,77,89
1061,77,89
1062,77,89
1063,77,469
1064,77,469
1065,150,469
1066,150,469
1067,150,469
1068,150,469
1069,150,469
1070,150,469
1071,150,469
1072,150,469
1073,150,469
1074,150,469
1075,89,469
1076,89,469
1077,150,469
1078,89,469
1079,150,35
1080,150,469
1081,150,469
1082,150,35
1083,150,35
1084,150,108
1085,89,108
1086,89,336
1087,89,108
1088,150,336
1089,150,336
1090,150,336
1091,150,424
1092,150,424
1093,150,424
1094,150,317
1095,150,424
1096,150,424
1097,150,317
1098,150,317
1099,150,469
1100,150,317
1101,150,469
1102,150,317
1103,150,317
1104,150,469
1105,150,317
1106,150,469
1107,150,469
1108,150,469
1109,89,469
1110,89,317
1111,150,317
1112,150,317
1113,150,317
1114,150,317
1115,150,317
1116,150,317
1117,150,469
1118,150,469
1119,150,469
1120,150,469
1121,150,469
1122,150,469
1123,150,469
1124,150,469
1125,39,378
1126,105,225
1127,150,317
1128,89,420
1129,152,322
1130,46,89
1131,152,298
1132,152,298
1133,77,296
1134,77,393
1135,152,326
1136,77,476
1137,77,476
1138,77,243
1139,77,243
1140,150,243
1141,150,243
1142,150,243
1143,150,336
1144,150,336
1145,150,24
1146,150,24
1147,150,486
1148,150,486
1149,150,486
1150,150,486
1151,150,336
1152,150,336
1153,150,336
1154,150,336
1155,150,336
1156,150,336
1157,150,336
1158,150,336
1159,150,336
1160,150,336
1161,150,336
1162,150,336
1163,150,336
1164,150,336
1165,150,336
1166,150,336
1167,150,336
1168,150,336
1169,150,336
1170,150,336
1171,150,336
1172,77,336
1173,150,336
1174,77,336
1175,150,336
1176,150,336
1177,77,336
1178,77,336
1179,150,336
1180,150,336
1181,150,336
1182,77,336
1183,150,336
1184,150,336
1185,150,336
1186,150,336
1187,77,336
1188,77,469
1189,150,336
1190,89,336
1191,89,336
1192,89,336
1193,150,336
1194,150,336
1195,150,336
1196,89,336
1197,89,336
1198,89,336
1199,89,336
1200,39,378
1201,105,225
1202,150,469
1203,152,279
1204,77,80
1205,396,307
1206,152,312
1207,89,35
1208,152,35
1209,77,469
1210,152,469
1211,89,469
1212,89,189
1213,89,469
1214,89,469
1215,89,469
1216,89,469
1217,89,469
1218,150,469
1219,150,469
1220,150,469
1221,150,469
1222,150,469
1223,150,336
1224,150,336
1225,150,469
1226,150,469
1227,150,469
1228,150,186
1229,150,186
1230,150,336
1231,150,336
1232,150,336
1233,150,336
1234,150,469
1235,150,469
1236,150,469
1237,89,469
1238,150,469
1239,150,469
1240,150,469
1241,150,469
1242,89,469
1243,150,469
1244,150,420
1245,150,469
1246,150,336
1247,150,336
1248,150,469
1249,150,336
1250,150,424
1251,150,317
1252,150,149
1253,150,110
1254,150,424
1255,150,424
1256,150,110
1257,150,317
1258,150,424
1259,150,317
1260,150,317
1261,150,317
1262,150,469
1263,150,469
1264,150,424
1265,150,336
1266,150,469
1267,150,336
1268,150,469
1269,150,336
1270,150,469
1271,150,469
1272,150,469
1273,150,469
1274,150,317
1275,39,378
1276,105,225
1277,150,459
1278,152,178
1279,152,80
1280,46,287
1281,152,296
1282,152,89
1283,152,89
1284,77,89
1285,152,89
1286,77,469
1287,77,469
1288,77,469
1289,77,469
1290,150,469
1291,150,469
1292,150,469
1293,150,469
1294,150,469
1295,150,469
1296,150,469
1297,150,469
1298,150,469
1299,150,469
1300,150,469
1301,150,469
1302,150,469
1303,150,469
1304,150,35
1305,150,469
1306,150,336
1307,89,469
1308,150,336
1309,89,336
1310,89,469
1311,89,469
1312,89,469
1313,89,469
1314,89,317
1315,89,336
1316,89,336
1317,89,469
1318,150,469
1319,89,469
1320,150,469
1321,150,186
1322,77,186
1323,150,186
1324,77,186
1325,150,186
1326,77,186
1327,77,186
1328,77,469
1329,77,469
1330,150,469
1331,150,469
1332,89,469
1333,150,469
1334,89,469
1335,150,469
1336,150,317
1337,150,469
1338,150,317
1339,150,317
1340,150,317
1341,150,469
1342,150,469
1343,150,317
1344,150,469
1345,150,469
1346,77,469
1347,77,469
1348,77,336
1349,77,469
1350,39,378
1351,105,225
1352,150,35
1353,152,336
1354,77,409
1355,470,307
1356,89,108
1357,89,469
1358,77,469
1359,77,469
1360,77,469
1361,77,469
1362,77,186
1363,77,469
1364,77,469
1365,77,469
1366,77,469
1367,77,469
1368,77,469
1369,77,469
1370,77,469
1371,150,35
1372,150,35
1373,150,35
1374,150,35
1375,150,35
1376,150,35
1377,150,35
1378,150,35
1379,150,35
1380,150,264
1381,77,381
1382,77,296
1383,150,381
1384,150,411
1385,150,138
1386,150,138
1387,150,364
1388,150,425
1389,150,336
1390,150,336
1391,150,364
1392,150,317
1393,150,317
1394,150,110
1395,150,469
1396,150,424
1397,150,317
1398,150,317
1399,150,469
1400,150,317
1401,150,469
1402,150,469
1403,150,336
1404,150,336
1405,150,336
1406,150,469
1407,77,336
1408,470,469
1409,470,469
1410,150,469
1411,150,469
1412,150,469
1413,150,469
1414,150,469
1415,150,469
1416,150,469
1417,150,469
1418,150,469
1419,150,469
1420,150,469
1421,150,469
1422,77,469
1423,77,469
1424,77,469
1425,39,378
1426,105,225
1427,150,264
1428,152,333
1429,152,297
1430,152,469
1431,152,89
1432,152,469
1433,152,469
1434,77,469
1435,77,469
1436,77,469
1437,77,469
1438,77,469
1439,77,469
1440,150,469
1441,150,469
1442,150,469
1443,150,469
1444,150,469
1445,150,469
1446,150,336
1447,150,336
1448,150,336
1449,150,336
1450,150,476
1451,150,476
1452,150,243
1453,150,476
1454,150,243
1455,150,243
1456,150,243
1457,150,336
1458,150,336
1459,150,336
1460,150,336
1461,89,469
1462,150,469
1463,89,469
1464,150,469
1465,150,469
1466,150,469
1467,150,317
1468,150,317
1469,150,317
1470,150,336
1471,150,317
1472,150,424
1473,77,424
1474,77,336
1475,150,424
1476,150,424
1477,152,424
1478,150,424
1479,150,317
1480,89,424
1481,150,336
1482,150,317
1483,150,469
1484,150,336
1485,152,424
1486,77,424
1487,77,336
1488,77,336
1489,77,336
1490,89,469
1491,150,469
1492,150,469
1493,150,317
1494,150,317
1495,150,317
1496,77,317
1497,77,469
1498,77,317
1499,77,317
1500,269,378
1501,105,225
1502,150,149
1503,152,420
1504,152,136
1505,470,111
1506,152,451
1507,152,451
1508,152,296
1509,77,29
1510,77,150
1511,77,186
1512,77,139
1513,77,186
1514,77,186
1515,77,186
1516,77,186
1517,77,186
1518,150,186
1519,150,186
1520,150,186
1521,150,186
1522,150,186
1523,150,243
1524,150,243
1525,150,186
1526,150,186
1527,150,186
1528,150,243
1529,150,243
1530,150,243
1531,150,243
1532,150,243
1533,150,336
1534,89,108
1535,89,108
1536,89,21
1537,89,336
1538,89,336
1539,89,336
1540,150,243
1541,150,243
1542,150,108
1543,150,334
1544,150,149
1545,150,336
1546,150,336
1547,89,336
1548,89,424
1549,89,336
1550,89,336
1551,89,336
1552,89,336
1553,89,336
1554,89,336
1555,89,336
1556,89,336
1557,150,336
1558,150,336
1559,150,336
1560,89,336
1561,150,336
1562,150,336
1563,150,336
1564,150,336
1565,150,336
1566,150,336
1567,150,336
1568,150,336
1569,150,336
1570,150,336
1571,150,336
1572,77,336
1573,77,336
1574,77,336
1575,39,378
1576,105,200
1577,150,35
1578,152,420
1579,77,427
1580,470,279
1581,89,119
1582,89,240
1583,89,35
1584,77,35
1585,152,469
1586,152,469
1587,89,469
1588,89,469
1589,89,469
1590,150,469
1591,150,469
1592,150,469
1593,150,469
1594,150,469
1595,150,469
1596,150,469
1597,150,469
1598,150,469
1599,150,469
1600,150,469
1601,150,469
1602,150,469
1603,77,469
1604,150,469
1605,150,420
1606,77,469
1607,77,336
1608,77,336
1609,77,336
1610,77,469
1611,152,469
1612,152,469
1613,152,469
1614,152,469
1615,77,35
1616,77,35
1617,89,110
1618,89,110
1619,89,35
1620,150,35
1621,89,35
1622,150,35
1623,150,35
1624,150,35
1625,150,110
1626,150,35
1627,150,40
1628,150,40
1629,150,267
1630,150,40
1631,150,117
1632,150,267
1633,150,267
1634,150,399
1635,150,469
1636,150,469
1637,150,469
1638,150,469
1639,150,469
1640,150,469
1641,150,469
1642,150,469
1643,77,317
1644,77,469
1645,77,317
1646,77,317
1647,77,317
1648,77,317
1649,77,317
1650,39,378
1651,105,225
1652,150,110
1653,89,121
1654,152,453
1655,46,165
1656,89,165
1657,150,165
1658,77,35
1659,77,35
1660,77,387
1661,77,387
1662,77,387
1663,77,387
1664,77,387
1665,150,420
1666,150,469
1667,150,469
1668,150,469
1669,150,469
1670,89,469
1671,89,35
1672,89,35
1673,89,35
1674,89,35
1675,89,35
1676,89,35
1677,89,35
1678,89,35
1679,89,35
1680,150,469
1681,150,336
1682,89,336
1683,89,108
1684,150,108
1685,89,108
1686,152,336
1687,152,336
1688,77,336
1689,77,336
1690,77,336
1691,77,35
1692,152,469
1693,77,469
1694,152,469
1695,150,186
1696,150,469
1697,77,469
1698,150,469
1699,150,469
1700,150,469
1701,150,469
1702,470,469
1703,150,469
1704,470,469
1705,150,469
1706,150,469
1707,470,469
1708,470,469
1709,150,469
1710,150,469
1711,150,469
1712,150,469
1713,150,469
1714,150,469
1715,150,469
1716,150,469
1717,150,469
1718,150,469
1719,150,469
1720,150,469
1721,150,424
1722,150,424
1723,150,336
1724,77,424
1725,39,378
1726,105,225
1727,150,317
1728,152,121
1729,77,156
1730,470,237
1731,77,451
1732,77,451
1733,77,35
1734,77,177
1735,77,177
1736,77,177
1737,150,233
1738,150,334
1739,150,243
1740,150,243
1741,150,243
1742,150,243
1743,150,243
1744,150,243
1745,150,64
1746,89,243
1747,89,64
1748,89,307
1749,89,486
1750,89,307
1751,89,307
1752,89,307
1753,89,336
1754,89,336
1755,89,336
1756,89,336
1757,89,336
1758,89,336
1759,89,243
1760,89,243
1761,89,243
1762,89,243
1763,150,243
1764,150,243
1765,150,243
1766,150,243
1767,150,243
1768,150,243
1769,89,243
1770,150,243
1771,89,243
1772,89,336
1773,150,336
1774,150,336
1775,150,336
1776,89,469
1777,89,469
1778,150,307
1779,89,336
1780,89,336
1781,150,336
1782,150,336
1783,150,336
1784,150,336
1785,150,336
1786,89,336
1787,89,336
1788,150,336
1789,89,336
1790,89,336
1791,89,336
1792,89,424
1793,89,336
1794,150,336
1795,150,336
1796,89,336
1797,89,336
1798,89,336
1799,89,336
1800,39,378
1801,105,225
1802,150,35
1803,152,333
1804,152,151
1805,152,420
1806,152,469
1807,152,292
1808,152,469
1809,77,292
1810,77,292
1811,77,469
1812,77,469
1813,77,469
1814,77,469
1815,77,469
1816,77,469
1817,77,469
1818,150,469
1819,150,469
1820,77,469
1821,77,469
1822,77,469
1823,77,469
1824,77,469
1825,150,317
1826,150,317
1827,150,469
1828,150,469
1829,150,469
1830,150,336
1831,150,336
1832,89,424
1833,89,336
1834,89,336
1835,89,424
1836,89,469
1837,89,469
1838,89,469
1839,89,469
1840,89,469
1841,150,469
1842,89,469
1843,150,469
1844,150,469
1845,150,469
1846,150,469
1847,150,469
1848,150,469
1849,150,469
1850,150,110
1851,150,35
1852,77,317
1853,77,317
1854,150,317
1855,150,110
1856,150,110
1857,150,110
1858,150,35
1859,150,469
1860,150,317
1861,150,469
1862,150,469
1863,150,469
1864,150,469
1865,150,469
1866,150,469
1867,150,469
1868,150,469
1869,150,469
1870,150,469
1871,150,469
1872,150,469
1873,150,469
1874,150,469
1875,39,378
1876,105,225
1877,150,424
1878,89,420
1879,152,127
1880,46,441
1881,152,451
1882,152,451
1883,152,149
1884,77,108
1885,152,336
1886,152,336
1887,152,336
1888,89,336
1889,77,336
1890,150,336
1891,150,336
1892,150,489
1893,150,489
1894,150,489
1895,150,489
1896,150,173
1897,77,173
1898,150,293
1899,150,336
1900,150,424
1901,150,420
1902,150,336
1903,89,336
1904,150,336
1905,150,336
1906,150,336
1907,89,336
1908,89,336
1909,89,336
1910,89,469
1911,89,469
1912,89,469
1913,89,469
1914,89,469
1915,150,469
1916,150,469
1917,150,469
1918,150,469
1919,150,469
1920,150,469
1921,150,469
1922,150,469
1923,150,469
1924,150,469
1925,150,469
1926,150,469
1927,150,469
1928,150,469
1929,150,469
1930,77,469
1931,77,469
1932,77,336
1933,77,469
1934,77,469
1935,77,469
1936,77,469
1937,77,336
1938,77,336
1939,150,317
1940,150,336
1941,150,336
1942,150,336
1943,150,424
1944,150,336
1945,150,336
1946,150,336
1947,150,336
1948,77,336
1949,77,424
1950,39,378
1951,105,200
1952,150,53
1953,89,437
1954,152,271
1955,89,489
1956,152,298
1957,152,296
1958,77,296
1959,77,89
1960,77,469
1961,77,469
1962,77,317
1963,77,469
1964,77,469
1965,77,469
1966,77,469
1967,77,469
1968,77,469
1969,77,469
1970,77,469
1971,77,469
1972,77,469
1973,77,469
1974,77,469
1975,77,469
1976,77,469
1977,77,469
1978,77,469
1979,77,420
1980,77,469
1981,77,469
1982,77,420
1983,77,420
1984,77,469
1985,150,420
1986,89,469
1987,89,317
1988,89,317
1989,89,317
1990,89,110
1991,89,317
1992,89,317
1993,150,317
1994,150,317
1995,150,317
1996,150,317
1997,150,317
1998,150,317
1999,150,469
2000,150,469
2001,150,469
2002,150,469
2003,150,469
2004,150,469
2005,150,469
2006,150,317
2007,150,424
2008,150,317
2009,150,317
2010,150,317
2011,150,317
2012,150,317
2013,150,317
2014,150,317
2015,150,317
2016,150,317
2017,150,469
2018,150,469
2019,150,469
2020,150,469
2021,150,469
2022,150,469
2023,150,469
2024,150,469
2025,269,378
2026,105,225
2027,150,110
2028,152,437
2029,77,203
2030,242,416
2031,77,351
2032,242,205
2033,77,177
2034,242,177
2035,77,186
2036,150,186
2037,150,186
2038,150,469
2039,150,469
2040,150,469
2041,150,469
2042,150,469
2043,150,243
2044,150,243
2045,150,133
2046,150,243
2047,150,64
2048,89,307
2049,152,64
2050,89,307
2051,89,307
2052,89,24
2053,89,243
2054,89,243
2055,150,243
2056,89,243
2057,89,243
2058,89,243
2059,89,243
2060,89,243
2061,89,243
2062,89,243
2063,89,243
2064,89,243
2065,89,243
2066,150,243
2067,89,243
2068,89,336
2069,89,243
2070,150,243
2071,89,243
2072,89,243
2073,150,243
2074,77,476
2075,89,476
2076,152,243
2077,152,334
2078,152,334
2079,152,149
2080,152,476
2081,152,243
2082,152,476
2083,77,243
2084,152,243
2085,152,476
2086,152,476
2087,152,243
2088,150,336
2089,150,243
2090,77,243
2091,89,186
2092,89,177
2093,77,139
2094,89,233
2095,89,110
2096,89,108
2097,46,149
2098,46,35
2099,396,110
2100,39,378
2101,105,444
2102,150,35
2103,152,333
2104,77,349
2105,470,279
2106,77,387
2107,150,35
2108,77,292
2109,77,292
2110,77,469
2111,150,469
2112,150,469
2113,150,469
2114,150,469
2115,150,469
2116,150,35
2117,150,35
2118,150,35
2119,150,469
2120,77,469
2121,77,110
2122,77,469
2123,77,317
2124,77,35
2125,77,35
2126,77,35
2127,77,35
2128,77,35
2129,77,469
2130,77,420
2131,77,469
2132,77,469
2133,77,35
2134,77,35
2135,77,35
2136,77,35
2137,77,35
2138,77,35
2139,77,35
